ENSMUSP00000000356	ENSP00000448051
ENSMUSP00000023734	ENSP00000293549
ENSMUSP00000099186	ENSP00000257724
ENSMUSP00000001562	ENSP00000380321
ENSMUSP00000029199	ENSP00000311221
ENSMUSP00000101273	ENSP00000367323
ENSMUSP00000025106	ENSP00000272645
ENSMUSP00000059039	ENSP00000270061
ENSMUSP00000028384	ENSP00000346160
ENSMUSP00000028826	ENSP00000368244
ENSMUSP00000021610	ENSP00000216492
ENSMUSP00000058320	ENSP00000263246
ENSMUSP00000067521	ENSP00000366902
ENSMUSP00000005749	ENSP00000355013
ENSMUSP00000088336	ENSP00000380271
ENSMUSP00000090613	ENSP00000158166
ENSMUSP00000014546	ENSP00000251968
ENSMUSP00000046695	ENSP00000349727
ENSMUSP00000005600	ENSP00000254325
ENSMUSP00000032165	ENSP00000318297
ENSMUSP00000110489	ENSP00000284240
ENSMUSP00000044918	ENSP00000295228
ENSMUSP00000020566	ENSP00000340088
ENSMUSP00000099428	ENSP00000264637
ENSMUSP00000022304	ENSP00000348827
ENSMUSP00000105248	ENSP00000380661
ENSMUSP00000000590	ENSP00000342830
ENSMUSP00000023405	ENSP00000337722
ENSMUSP00000050683	ENSP00000339527
ENSMUSP00000034832	ENSP00000303554
ENSMUSP00000133564	ENSP00000347890
ENSMUSP00000007007	ENSP00000351141
ENSMUSP00000004202	ENSP00000352516
ENSMUSP00000020991	ENSP00000264709
ENSMUSP00000051830	ENSP00000328547
ENSMUSP00000029170	ENSP00000362768
ENSMUSP00000109121	ENSP00000326514
ENSMUSP00000035824	ENSP00000361875
ENSMUSP00000047962	ENSP00000332744
ENSMUSP00000017354	ENSP00000377686
ENSMUSP00000052196	ENSP00000370256
ENSMUSP00000079070	ENSP00000361949
ENSMUSP00000025903	ENSP00000333896
ENSMUSP00000034453	ENSP00000355645
ENSMUSP00000083222	ENSP00000245255
ENSMUSP00000047385	ENSP00000349208
ENSMUSP00000028619	ENSP00000278353
ENSMUSP00000017548	ENSP00000225430
ENSMUSP00000032486	ENSP00000266557
ENSMUSP00000022592	ENSP00000239849
ENSMUSP00000030808	ENSP00000366729
ENSMUSP00000064787	ENSP00000307093
ENSMUSP00000053430	ENSP00000292450
ENSMUSP00000116191	ENSP00000365530
ENSMUSP00000022704	ENSP00000367828
ENSMUSP00000025393	ENSP00000341551
ENSMUSP00000065798	ENSP00000441954
ENSMUSP00000099482	ENSP00000369456
ENSMUSP00000031534	ENSP00000265854
ENSMUSP00000032192	ENSP00000306253
ENSMUSP00000025453	ENSP00000262160
ENSMUSP00000034623	ENSP00000436005
ENSMUSP00000071035	ENSP00000305769
ENSMUSP00000109630	ENSP00000377390
ENSMUSP00000131316	ENSP00000363827
ENSMUSP00000095103	ENSP00000372160
ENSMUSP00000027267	ENSP00000406490
ENSMUSP00000022663	ENSP00000221132
ENSMUSP00000099657	ENSP00000362649
ENSMUSP00000019405	ENSP00000325313
ENSMUSP00000092569	ENSP00000257745
ENSMUSP00000108261	ENSP00000359356
ENSMUSP00000021689	ENSP00000376652
ENSMUSP00000099575	ENSP00000249749
ENSMUSP00000105140	ENSP00000338774
ENSMUSP00000032480	ENSP00000380024
ENSMUSP00000024987	ENSP00000262319
ENSMUSP00000053678	ENSP00000302276
ENSMUSP00000087118	ENSP00000303147
ENSMUSP00000119745	ENSP00000262966
ENSMUSP00000067708	ENSP00000355537
ENSMUSP00000008179	ENSP00000338706
ENSMUSP00000030644	ENSP00000363384
ENSMUSP00000126560	ENSP00000353538
ENSMUSP00000038135	ENSP00000356520
ENSMUSP00000100973	ENSP00000381657
ENSMUSP00000051492	ENSP00000224140
ENSMUSP00000023211	ENSP00000381698
ENSMUSP00000030164	ENSP00000351777
ENSMUSP00000022551	ENSP00000258646
ENSMUSP00000029078	ENSP00000285379
ENSMUSP00000093774	ENSP00000328426
ENSMUSP00000004201	ENSP00000264828
ENSMUSP00000026865	ENSP00000226319
ENSMUSP00000102381	ENSP00000263168
ENSMUSP00000015877	ENSP00000354947
ENSMUSP00000008745	ENSP00000354376
ENSMUSP00000099565	ENSP00000264202
ENSMUSP00000044494	ENSP00000285900
ENSMUSP00000037007	ENSP00000281938
ENSMUSP00000001675	ENSP00000373684
ENSMUSP00000070427	ENSP00000324422
ENSMUSP00000112081	ENSP00000237530
ENSMUSP00000099805	ENSP00000360621
ENSMUSP00000000129	ENSP00000281092
ENSMUSP00000099494	ENSP00000263331
ENSMUSP00000025651	ENSP00000305480
ENSMUSP00000060858	ENSP00000263857
ENSMUSP00000034775	ENSP00000307298
ENSMUSP00000068419	ENSP00000356985
ENSMUSP00000025484	ENSP00000372326
ENSMUSP00000107498	ENSP00000358918
ENSMUSP00000105321	ENSP00000264670
ENSMUSP00000039844	ENSP00000358921
ENSMUSP00000049292	ENSP00000343785
ENSMUSP00000022709	ENSP00000366306
ENSMUSP00000025295	ENSP00000344967
ENSMUSP00000074787	ENSP00000264426
ENSMUSP00000111023	ENSP00000262461
ENSMUSP00000034218	ENSP00000402152
ENSMUSP00000093536	ENSP00000282020
ENSMUSP00000131865	ENSP00000394049
ENSMUSP00000101124	ENSP00000397026
ENSMUSP00000030676	ENSP00000362183
ENSMUSP00000003468	ENSP00000262895
ENSMUSP00000020220	ENSP00000261402
ENSMUSP00000105179	ENSP00000274376
ENSMUSP00000034300	ENSP00000392896
ENSMUSP00000004913	ENSP00000451040
ENSMUSP00000025396	ENSP00000334813
ENSMUSP00000108190	ENSP00000295066
ENSMUSP00000041453	ENSP00000363500
ENSMUSP00000069813	ENSP00000318094
ENSMUSP00000038813	ENSP00000263228
ENSMUSP00000020085	ENSP00000363019
ENSMUSP00000069257	ENSP00000261207
ENSMUSP00000110115	ENSP00000264122
ENSMUSP00000058264	ENSP00000396103
ENSMUSP00000079900	ENSP00000327465
ENSMUSP00000026469	ENSP00000300131
ENSMUSP00000066696	ENSP00000336894
ENSMUSP00000089680	ENSP00000448035
ENSMUSP00000039660	ENSP00000363826
ENSMUSP00000093965	ENSP00000340466
ENSMUSP00000060054	ENSP00000349508
ENSMUSP00000068559	ENSP00000352257
ENSMUSP00000020550	ENSP00000215574
ENSMUSP00000044012	ENSP00000294724
ENSMUSP00000037075	ENSP00000266068
ENSMUSP00000045547	ENSP00000263577
ENSMUSP00000041049	ENSP00000251289
ENSMUSP00000048244	ENSP00000310071
ENSMUSP00000066031	ENSP00000341327
ENSMUSP00000096086	ENSP00000267953
ENSMUSP00000027748	ENSP00000356529
ENSMUSP00000099971	ENSP00000307843
ENSMUSP00000070868	ENSP00000356436
ENSMUSP00000031160	ENSP00000382595
ENSMUSP00000102724	ENSP00000380460
ENSMUSP00000024851	ENSP00000261597
ENSMUSP00000028802	ENSP00000335463
ENSMUSP00000076533	ENSP00000369756
ENSMUSP00000052607	ENSP00000295888
ENSMUSP00000019967	ENSP00000351664
ENSMUSP00000021157	ENSP00000225728
ENSMUSP00000022030	ENSP00000256897
ENSMUSP00000037079	ENSP00000338207
ENSMUSP00000040364	ENSP00000295108
ENSMUSP00000107439	ENSP00000358795
ENSMUSP00000105536	ENSP00000344666
ENSMUSP00000071289	ENSP00000351015
ENSMUSP00000027123	ENSP00000340019
ENSMUSP00000079306	ENSP00000247207
ENSMUSP00000024739	ENSP00000325875
ENSMUSP00000034927	ENSP00000282928
ENSMUSP00000044049	ENSP00000456648
ENSMUSP00000102198	ENSP00000318646
ENSMUSP00000030636	ENSP00000410452
ENSMUSP00000064048	ENSP00000349932
ENSMUSP00000039368	ENSP00000353030
ENSMUSP00000075916	ENSP00000345001
ENSMUSP00000033671	ENSP00000368884
ENSMUSP00000001711	ENSP00000243108
ENSMUSP00000085285	ENSP00000216923
ENSMUSP00000001706	ENSP00000302836
ENSMUSP00000001703	ENSP00000040584
ENSMUSP00000020454	ENSP00000328269
ENSMUSP00000027146	ENSP00000410447
ENSMUSP00000069182	ENSP00000343144
ENSMUSP00000051479	ENSP00000265343
ENSMUSP00000023360	ENSP00000379669
ENSMUSP00000051726	ENSP00000327213
ENSMUSP00000066741	ENSP00000357341
ENSMUSP00000026274	ENSP00000296135
ENSMUSP00000078945	ENSP00000347184
ENSMUSP00000119386	ENSP00000387462
ENSMUSP00000005017	ENSP00000357189
ENSMUSP00000026663	ENSP00000269385
ENSMUSP00000027421	ENSP00000283943
ENSMUSP00000133478	ENSP00000353458
ENSMUSP00000026032	ENSP00000358862
ENSMUSP00000045925	ENSP00000393154
ENSMUSP00000038339	ENSP00000401980
ENSMUSP00000023334	ENSP00000418070
ENSMUSP00000032060	ENSP00000387219
ENSMUSP00000093713	ENSP00000311245
ENSMUSP00000001002	ENSP00000184956
ENSMUSP00000022947	ENSP00000430487
ENSMUSP00000111297	ENSP00000381565
ENSMUSP00000063066	ENSP00000377061
ENSMUSP00000020157	ENSP00000448165
ENSMUSP00000074494	ENSP00000295240
ENSMUSP00000025078	ENSP00000263056
ENSMUSP00000082995	ENSP00000380066
ENSMUSP00000004990	ENSP00000229794
ENSMUSP00000078361	ENSP00000344401
ENSMUSP00000091620	ENSP00000254846
ENSMUSP00000107576	ENSP00000353483
ENSMUSP00000102976	ENSP00000299927
ENSMUSP00000038351	ENSP00000323880
ENSMUSP00000099896	ENSP00000354566
ENSMUSP00000034602	ENSP00000300692
ENSMUSP00000025571	ENSP00000342681
ENSMUSP00000033689	ENSP00000362613
ENSMUSP00000024044	ENSP00000011653
ENSMUSP00000117030	ENSP00000370517
ENSMUSP00000035992	ENSP00000341344
ENSMUSP00000031486	ENSP00000229328
ENSMUSP00000040431	ENSP00000219548
ENSMUSP00000015891	ENSP00000358126
ENSMUSP00000074835	ENSP00000385361
ENSMUSP00000054776	ENSP00000299766
ENSMUSP00000071231	ENSP00000216392
ENSMUSP00000004786	ENSP00000215587
ENSMUSP00000075655	ENSP00000386458
ENSMUSP00000012587	ENSP00000260731
ENSMUSP00000005073	ENSP00000378326
ENSMUSP00000066238	ENSP00000250559
ENSMUSP00000040576	ENSP00000361943
ENSMUSP00000031037	ENSP00000233535
ENSMUSP00000013807	ENSP00000361021
ENSMUSP00000019608	ENSP00000292513
ENSMUSP00000030539	ENSP00000247986
ENSMUSP00000041790	ENSP00000354724
ENSMUSP00000114404	ENSP00000262032
ENSMUSP00000093959	ENSP00000278823
ENSMUSP00000113188	ENSP00000308887
ENSMUSP00000010044	ENSP00000284523
ENSMUSP00000078429	ENSP00000248437
ENSMUSP00000051033	ENSP00000301072
ENSMUSP00000044227	ENSP00000264741
ENSMUSP00000024627	ENSP00000284049
ENSMUSP00000035743	ENSP00000216962
ENSMUSP00000094778	ENSP00000301071
ENSMUSP00000076777	ENSP00000336799
ENSMUSP00000125451	ENSP00000377914
ENSMUSP00000111942	ENSP00000261636
ENSMUSP00000032069	ENSP00000264436
ENSMUSP00000109979	ENSP00000264758
ENSMUSP00000037180	ENSP00000361009
ENSMUSP00000063784	ENSP00000379514
ENSMUSP00000067057	ENSP00000411658
ENSMUSP00000095171	ENSP00000009530
ENSMUSP00000041747	ENSP00000217233
ENSMUSP00000030660	ENSP00000362261
ENSMUSP00000089758	ENSP00000258484
ENSMUSP00000033939	ENSP00000430684
ENSMUSP00000033617	ENSP00000308176
ENSMUSP00000034594	ENSP00000227752
ENSMUSP00000092492	ENSP00000264563
ENSMUSP00000095736	ENSP00000326500
ENSMUSP00000090525	ENSP00000367787
ENSMUSP00000127941	ENSP00000352575
ENSMUSP00000034261	ENSP00000321724
ENSMUSP00000088837	ENSP00000303830
ENSMUSP00000109794	ENSP00000353582
ENSMUSP00000000219	ENSP00000370571
ENSMUSP00000048648	ENSP00000242159
ENSMUSP00000029444	ENSP00000351250
ENSMUSP00000024778	ENSP00000265350
ENSMUSP00000099928	ENSP00000295025
ENSMUSP00000025867	ENSP00000384273
ENSMUSP00000004072	ENSP00000262584
ENSMUSP00000091301	ENSP00000349547
ENSMUSP00000106500	ENSP00000440374
ENSMUSP00000092355	ENSP00000221452
ENSMUSP00000124052	ENSP00000392423
ENSMUSP00000021554	ENSP00000377941
ENSMUSP00000014022	ENSP00000434797
ENSMUSP00000099860	ENSP00000231228
ENSMUSP00000029692	ENSP00000357306
ENSMUSP00000118179	ENSP00000357048
ENSMUSP00000023116	ENSP00000216254
ENSMUSP00000098677	ENSP00000419494
ENSMUSP00000056040	ENSP00000383303
ENSMUSP00000010605	ENSP00000262345
ENSMUSP00000106934	ENSP00000412178
ENSMUSP00000065949	ENSP00000371308
ENSMUSP00000080949	ENSP00000365588
ENSMUSP00000092268	ENSP00000352802
ENSMUSP00000137093	ENSP00000356286
ENSMUSP00000096458	ENSP00000341838
ENSMUSP00000119136	ENSP00000260662
ENSMUSP00000007602	ENSP00000000412
ENSMUSP00000046532	ENSP00000339186
ENSMUSP00000020822	ENSP00000285896
ENSMUSP00000033929	ENSP00000311579
ENSMUSP00000099938	ENSP00000438144
ENSMUSP00000092645	ENSP00000362556
ENSMUSP00000088334	ENSP00000364361
ENSMUSP00000001184	ENSP00000264444
ENSMUSP00000024967	ENSP00000233146
ENSMUSP00000038405	ENSP00000356623
ENSMUSP00000020664	ENSP00000398655
ENSMUSP00000027062	ENSP00000321445
ENSMUSP00000023157	ENSP00000304586
ENSMUSP00000031104	ENSP00000303427
ENSMUSP00000105363	ENSP00000251472
ENSMUSP00000096769	ENSP00000424838
ENSMUSP00000099853	ENSP00000355361
ENSMUSP00000056719	ENSP00000348510
ENSMUSP00000101724	ENSP00000357637
ENSMUSP00000023291	ENSP00000330572
ENSMUSP00000041427	ENSP00000272134
ENSMUSP00000001809	ENSP00000313007
ENSMUSP00000121835	ENSP00000326603
ENSMUSP00000043488	ENSP00000327821
ENSMUSP00000015749	ENSP00000265354
ENSMUSP00000034049	ENSP00000281456
ENSMUSP00000081782	ENSP00000369042
ENSMUSP00000030734	ENSP00000362110
ENSMUSP00000057231	ENSP00000311290
ENSMUSP00000021283	ENSP00000392812
ENSMUSP00000134303	ENSP00000264674
ENSMUSP00000079818	ENSP00000379658
ENSMUSP00000058355	ENSP00000302478
ENSMUSP00000057844	ENSP00000224337
ENSMUSP00000017692	ENSP00000316578
ENSMUSP00000105207	ENSP00000347847
ENSMUSP00000002677	ENSP00000301178
ENSMUSP00000030030	ENSP00000364037
ENSMUSP00000034515	ENSP00000404063
ENSMUSP00000027475	ENSP00000387170
ENSMUSP00000028610	ENSP00000241052
ENSMUSP00000061408	ENSP00000371785
ENSMUSP00000028607	ENSP00000340329
ENSMUSP00000005820	ENSP00000356958
ENSMUSP00000022344	ENSP00000401566
ENSMUSP00000019991	ENSP00000357651
ENSMUSP00000038749	ENSP00000351957
ENSMUSP00000020922	ENSP00000155926
ENSMUSP00000117616	ENSP00000356448
ENSMUSP00000027853	ENSP00000271373
ENSMUSP00000086938	ENSP00000369075
ENSMUSP00000024786	ENSP00000230323
ENSMUSP00000102750	ENSP00000397259
ENSMUSP00000132735	ENSP00000313199
ENSMUSP00000020215	ENSP00000339428
ENSMUSP00000076397	ENSP00000289316
ENSMUSP00000057466	ENSP00000404403
ENSMUSP00000092009	ENSP00000324404
ENSMUSP00000048057	ENSP00000298229
ENSMUSP00000065645	ENSP00000312709
ENSMUSP00000118105	ENSP00000299424
ENSMUSP00000028817	ENSP00000368438
ENSMUSP00000073190	ENSP00000264162
ENSMUSP00000023882	ENSP00000245934
ENSMUSP00000009727	ENSP00000332287
ENSMUSP00000017153	ENSP00000361818
ENSMUSP00000007959	ENSP00000400175
ENSMUSP00000035304	ENSP00000228865
ENSMUSP00000079693	ENSP00000222122
ENSMUSP00000033486	ENSP00000365505
ENSMUSP00000001834	ENSP00000216038
ENSMUSP00000050689	ENSP00000256682
ENSMUSP00000063293	ENSP00000261205
ENSMUSP00000110593	ENSP00000389140
ENSMUSP00000068890	ENSP00000239940
ENSMUSP00000001036	ENSP00000264818
ENSMUSP00000018437	ENSP00000225655
ENSMUSP00000031288	ENSP00000383892
ENSMUSP00000020522	ENSP00000269848
ENSMUSP00000033761	ENSP00000309555
ENSMUSP00000030284	ENSP00000242719
ENSMUSP00000023531	ENSP00000320176
ENSMUSP00000006991	ENSP00000307342
ENSMUSP00000011896	ENSP00000359991
ENSMUSP00000036181	ENSP00000358994
ENSMUSP00000102745	ENSP00000386331
ENSMUSP00000072330	ENSP00000250003
ENSMUSP00000052912	ENSP00000272227
ENSMUSP00000028389	ENSP00000295113
ENSMUSP00000025912	ENSP00000279230
ENSMUSP00000003156	ENSP00000215375
ENSMUSP00000022368	ENSP00000361850
ENSMUSP00000002284	ENSP00000339328
ENSMUSP00000041953	ENSP00000365380
ENSMUSP00000002180	ENSP00000227163
ENSMUSP00000027020	ENSP00000282499
ENSMUSP00000033952	ENSP00000220772
ENSMUSP00000068931	ENSP00000385045
ENSMUSP00000025930	ENSP00000354720
ENSMUSP00000030665	ENSP00000319664
ENSMUSP00000119303	ENSP00000347169
ENSMUSP00000072175	ENSP00000354111
ENSMUSP00000009789	ENSP00000263556
ENSMUSP00000024627	ENSP00000283109
ENSMUSP00000055535	ENSP00000380033
ENSMUSP00000106318	ENSP00000196371
ENSMUSP00000102891	ENSP00000271715
ENSMUSP00000101501	ENSP00000363390
ENSMUSP00000056433	ENSP00000245304
ENSMUSP00000035851	ENSP00000331487
ENSMUSP00000029447	ENSP00000358541
ENSMUSP00000034205	ENSP00000377007
ENSMUSP00000037233	ENSP00000358590
ENSMUSP00000022507	ENSP00000343966
ENSMUSP00000083652	ENSP00000408295
ENSMUSP00000026571	ENSP00000329411
ENSMUSP00000037328	ENSP00000359795
ENSMUSP00000005394	ENSP00000263202
ENSMUSP00000029679	ENSP00000311083
ENSMUSP00000030118	ENSP00000369127
ENSMUSP00000107863	ENSP00000397297
ENSMUSP00000063656	ENSP00000261908
ENSMUSP00000027495	ENSP00000353157
ENSMUSP00000005077	ENSP00000248553
ENSMUSP00000128052	ENSP00000344782
ENSMUSP00000040332	ENSP00000361547
ENSMUSP00000001051	ENSP00000357708
ENSMUSP00000117987	ENSP00000419425
ENSMUSP00000136222	ENSP00000358400
ENSMUSP00000049764	ENSP00000341698
ENSMUSP00000099070	ENSP00000430276
ENSMUSP00000076294	ENSP00000352438
ENSMUSP00000032477	ENSP00000341737
ENSMUSP00000020118	ENSP00000279488
ENSMUSP00000039580	ENSP00000265562
ENSMUSP00000027502	ENSP00000384259
ENSMUSP00000001672	ENSP00000005558
ENSMUSP00000115062	ENSP00000369129
ENSMUSP00000046643	ENSP00000261708
ENSMUSP00000044809	ENSP00000249440
ENSMUSP00000001878	ENSP00000385586
ENSMUSP00000001872	ENSP00000376322
ENSMUSP00000062412	ENSP00000249501
ENSMUSP00000029368	ENSP00000255465
ENSMUSP00000029270	ENSP00000274026
ENSMUSP00000002091	ENSP00000392330
ENSMUSP00000064706	ENSP00000373215
ENSMUSP00000058490	ENSP00000249499
ENSMUSP00000071654	ENSP00000222330
ENSMUSP00000102770	ENSP00000225983
ENSMUSP00000033501	ENSP00000334061
ENSMUSP00000019911	ENSP00000430432
ENSMUSP00000037981	ENSP00000302967
ENSMUSP00000056784	ENSP00000263640
ENSMUSP00000002976	ENSP00000320936
ENSMUSP00000018156	ENSP00000304283
ENSMUSP00000062920	ENSP00000357516
ENSMUSP00000114844	ENSP00000462116
ENSMUSP00000048218	ENSP00000224784
ENSMUSP00000030028	ENSP00000262455
ENSMUSP00000011492	ENSP00000312618
ENSMUSP00000034910	ENSP00000274897
ENSMUSP00000063380	ENSP00000373648
ENSMUSP00000041247	ENSP00000013070
ENSMUSP00000032958	ENSP00000323740
ENSMUSP00000029128	ENSP00000363970
ENSMUSP00000081946	ENSP00000283628
ENSMUSP00000028728	ENSP00000290650
ENSMUSP00000038610	ENSP00000252996
ENSMUSP00000030872	ENSP00000297431
ENSMUSP00000004377	ENSP00000391592
ENSMUSP00000028084	ENSP00000362690
ENSMUSP00000021416	ENSP00000399718
ENSMUSP00000020634	ENSP00000389338
ENSMUSP00000035400	ENSP00000293373
ENSMUSP00000026900	ENSP00000331201
ENSMUSP00000042860	ENSP00000216410
ENSMUSP00000015100	ENSP00000296122
ENSMUSP00000044441	ENSP00000302485
ENSMUSP00000108921	ENSP00000259748
ENSMUSP00000039360	ENSP00000340510
ENSMUSP00000072320	ENSP00000447001
ENSMUSP00000022716	ENSP00000282003
ENSMUSP00000030797	ENSP00000054666
ENSMUSP00000019987	ENSP00000357750
ENSMUSP00000103240	ENSP00000354777
ENSMUSP00000039245	ENSP00000355082
ENSMUSP00000040152	ENSP00000383333
ENSMUSP00000094075	ENSP00000306497
ENSMUSP00000065770	ENSP00000404121
ENSMUSP00000006565	ENSP00000308450
ENSMUSP00000078416	ENSP00000394033
ENSMUSP00000067614	ENSP00000263708
ENSMUSP00000025408	ENSP00000269143
ENSMUSP00000028252	ENSP00000263915
ENSMUSP00000122896	ENSP00000316377
ENSMUSP00000008733	ENSP00000262177
ENSMUSP00000039175	ENSP00000254227
ENSMUSP00000032180	ENSP00000285018
ENSMUSP00000033873	ENSP00000276461
ENSMUSP00000045048	ENSP00000338477
ENSMUSP00000106789	ENSP00000263826
ENSMUSP00000020898	ENSP00000391490
ENSMUSP00000104040	ENSP00000243578
ENSMUSP00000079226	ENSP00000307183
ENSMUSP00000018274	ENSP00000324464
ENSMUSP00000039621	ENSP00000369411
ENSMUSP00000081048	ENSP00000419446
ENSMUSP00000025002	ENSP00000295201
ENSMUSP00000113851	ENSP00000164227
ENSMUSP00000031351	ENSP00000313422
ENSMUSP00000085264	ENSP00000301765
ENSMUSP00000029275	ENSP00000226730
ENSMUSP00000113718	ENSP00000308351
ENSMUSP00000098053	ENSP00000216190
ENSMUSP00000093843	ENSP00000314807
ENSMUSP00000035158	ENSP00000385834
ENSMUSP00000017290	ENSP00000418960
ENSMUSP00000023486	ENSP00000353224
ENSMUSP00000000889	ENSP00000231449
ENSMUSP00000072170	ENSP00000341680
ENSMUSP00000003345	ENSP00000348602
ENSMUSP00000050374	ENSP00000340989
ENSMUSP00000129375	ENSP00000325612
ENSMUSP00000020204	ENSP00000340998
ENSMUSP00000001484	ENSP00000177694
ENSMUSP00000026407	ENSP00000257857
ENSMUSP00000002259	ENSP00000326699
ENSMUSP00000041925	ENSP00000384554
ENSMUSP00000045240	ENSP00000347948
ENSMUSP00000035065	ENSP00000356438
ENSMUSP00000059977	ENSP00000354612
ENSMUSP00000072334	ENSP00000312185
ENSMUSP00000054322	ENSP00000237642
ENSMUSP00000073686	ENSP00000272065
ENSMUSP00000022622	ENSP00000332816
ENSMUSP00000097101	ENSP00000330753
ENSMUSP00000028129	ENSP00000362469
ENSMUSP00000089801	ENSP00000261267
ENSMUSP00000025791	ENSP00000312262
ENSMUSP00000067867	ENSP00000240851
ENSMUSP00000105094	ENSP00000354522
ENSMUSP00000077891	ENSP00000413697
ENSMUSP00000072894	ENSP00000267460
ENSMUSP00000038838	ENSP00000428924
ENSMUSP00000027409	ENSP00000363071
ENSMUSP00000004780	ENSP00000343126
ENSMUSP00000007949	ENSP00000405176
ENSMUSP00000099842	ENSP00000343204
ENSMUSP00000075224	ENSP00000328169
ENSMUSP00000087686	ENSP00000346697
ENSMUSP00000025705	ENSP00000371067
ENSMUSP00000034739	ENSP00000288199
ENSMUSP00000018963	ENSP00000308383
ENSMUSP00000062632	ENSP00000265843
ENSMUSP00000101940	ENSP00000312550
ENSMUSP00000028981	ENSP00000364721
ENSMUSP00000004214	ENSP00000356545
ENSMUSP00000026154	ENSP00000359891
ENSMUSP00000005067	ENSP00000221566
ENSMUSP00000099411	ENSP00000355330
ENSMUSP00000059192	ENSP00000229854
ENSMUSP00000061923	ENSP00000265056
ENSMUSP00000023353	ENSP00000262105
ENSMUSP00000062333	ENSP00000351905
ENSMUSP00000007757	ENSP00000364133
ENSMUSP00000049303	ENSP00000257860
ENSMUSP00000027601	ENSP00000264156
ENSMUSP00000085734	ENSP00000377262
ENSMUSP00000001995	ENSP00000261405
ENSMUSP00000090726	ENSP00000258281
ENSMUSP00000025444	ENSP00000390475
ENSMUSP00000106046	ENSP00000302239
ENSMUSP00000058697	ENSP00000263390
ENSMUSP00000023363	ENSP00000198767
ENSMUSP00000111443	ENSP00000428209
ENSMUSP00000045043	ENSP00000411010
ENSMUSP00000021345	ENSP00000452454
ENSMUSP00000105244	ENSP00000216133
ENSMUSP00000020846	ENSP00000348069
ENSMUSP00000023100	ENSP00000354476
ENSMUSP00000061935	ENSP00000263735
ENSMUSP00000083707	ENSP00000330633
ENSMUSP00000023295	ENSP00000216139
ENSMUSP00000066461	ENSP00000302100
ENSMUSP00000031895	ENSP00000312664
ENSMUSP00000051432	ENSP00000364310
ENSMUSP00000027015	ENSP00000410076
ENSMUSP00000026062	ENSP00000358327
ENSMUSP00000029626	ENSP00000265164
ENSMUSP00000079851	ENSP00000362018
ENSMUSP00000015435	ENSP00000394071
ENSMUSP00000110057	ENSP00000260926
ENSMUSP00000020268	ENSP00000265872
ENSMUSP00000107884	ENSP00000308774
ENSMUSP00000084701	ENSP00000363708
ENSMUSP00000056888	ENSP00000345195
ENSMUSP00000072899	ENSP00000347301
ENSMUSP00000059420	ENSP00000363377
ENSMUSP00000099660	ENSP00000362570
ENSMUSP00000032338	ENSP00000261170
ENSMUSP00000029684	ENSP00000307275
ENSMUSP00000104992	ENSP00000342082
ENSMUSP00000020974	ENSP00000234091
ENSMUSP00000029060	ENSP00000342481
ENSMUSP00000046714	ENSP00000370128
ENSMUSP00000024932	ENSP00000329757
ENSMUSP00000027165	ENSP00000324890
ENSMUSP00000026297	ENSP00000338573
ENSMUSP00000030775	ENSP00000262450
ENSMUSP00000007212	ENSP00000310129
ENSMUSP00000029013	ENSP00000360286
ENSMUSP00000033051	ENSP00000373854
ENSMUSP00000025054	ENSP00000363149
ENSMUSP00000020252	ENSP00000266743
ENSMUSP00000060828	ENSP00000364898
ENSMUSP00000080568	ENSP00000295987
ENSMUSP00000022100	ENSP00000270349
ENSMUSP00000078390	ENSP00000266000
ENSMUSP00000067013	ENSP00000272233
ENSMUSP00000073124	ENSP00000323856
ENSMUSP00000036031	ENSP00000308576
ENSMUSP00000024709	ENSP00000352264
ENSMUSP00000010736	ENSP00000371870
ENSMUSP00000032344	ENSP00000228945
ENSMUSP00000119603	ENSP00000300408
ENSMUSP00000047308	ENSP00000352185
ENSMUSP00000075987	ENSP00000228318
ENSMUSP00000001620	ENSP00000350170
ENSMUSP00000086207	ENSP00000215659
ENSMUSP00000019726	ENSP00000221957
ENSMUSP00000056809	ENSP00000342905
ENSMUSP00000031835	ENSP00000354193
ENSMUSP00000039133	ENSP00000339245
ENSMUSP00000104069	ENSP00000352834
ENSMUSP00000018561	ENSP00000306382
ENSMUSP00000071777	ENSP00000205890
ENSMUSP00000102824	ENSP00000433459
ENSMUSP00000021698	ENSP00000335153
ENSMUSP00000036598	ENSP00000215886
ENSMUSP00000068834	ENSP00000312150
ENSMUSP00000028167	ENSP00000308610
ENSMUSP00000112920	ENSP00000367991
ENSMUSP00000094225	ENSP00000274255
ENSMUSP00000048079	ENSP00000363489
ENSMUSP00000030795	ENSP00000222388
ENSMUSP00000078682	ENSP00000290921
ENSMUSP00000130294	ENSP00000311825
ENSMUSP00000007253	ENSP00000364782
ENSMUSP00000028938	ENSP00000366124
ENSMUSP00000048205	ENSP00000355470
ENSMUSP00000103825	ENSP00000384792
ENSMUSP00000032410	ENSP00000307684
ENSMUSP00000005841	ENSP00000264010
ENSMUSP00000011178	ENSP00000266088
ENSMUSP00000032214	ENSP00000203630
ENSMUSP00000114895	ENSP00000307853
ENSMUSP00000020500	ENSP00000258530
ENSMUSP00000109203	ENSP00000362441
ENSMUSP00000029336	ENSP00000417078
ENSMUSP00000050484	ENSP00000317580
ENSMUSP00000063565	ENSP00000320949
ENSMUSP00000013338	ENSP00000348769
